Dataset,Method,Top_K,Meta_Model,FS_Method,Best_n,R2,MSE,MAE,Selected_Features
tvol_lidarLiveQMinMax,FS_MetaModel,20,LinearRegression,RF_XGB,3,0.8542566932703116,5182.26291218735,60.37342098889359,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,RandomForest,RF_XGB,12,0.8102952633590942,6745.420033482567,68.77858622408006,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_XGB_XGB_Top49', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top111', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top70', 'pred_RF_XGB_Top10', 'pred_XGB_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,20,XGBoost,RF_XGB,12,0.8227700418299658,6301.848501739746,64.20167292155858,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_XGB_XGB_Top49', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top111', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top70', 'pred_RF_XGB_Top10', 'pred_XGB_XGB_Top10']"
tvol_lidarLiveQMinMax,RandomAverage,22,None,None,22,0.854590576005506,5170.390887636493,61.092692737047926,"['pred_XGB_RF_Top70', 'pred_XGB_XGB_Top49', 'pred_RFE_RF_XGB_Top42', 'pred_RFE_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RF_XGB_XGB_Top20', 'pred_RFE_RF_XGB_Top10', 'pred_RF_XGB_Top10', 'pred_RF_XGB_RF_Top70', 'pred_RF_XGB_Top72', 'pred_RF_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top70', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_XGB_Top10', 'pred_RFE_RF_RF_Top70', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top111', 'pred_RFE_RF_RF_Top74', 'pred_RF_RF_Top103', 'pred_XGB_RF_Top185']"
tvol_lidarLiveQMinMax,TopKAverage,22,None,None,22,0.854590576005506,5170.390887636493,61.09269273704791,"['pred_RFE_RF_RF_Top74', 'pred_XGB_RF_Top185', 'pred_XGB_RF_Top70', 'pred_RFE_RF_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top111', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top10', 'pred_RF_RF_Top70', 'pred_RFE_RF_RF_Top10', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top10', 'pred_RF_XGB_Top70', 'pred_RFE_RF_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,LinearRegression,RF,21,0.8559293442591915,5122.787678784122,55.97240183677348,"['pred_XGB_XGB_Top49', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_RF_Top10', 'pred_RF_XGB_RF_Top111', 'pred_RF_XGB_Top10', 'pred_XGB_RF_Top70', 'pred_XGB_RF_Top185', 'pred_XGB_RF_Top130', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_RF_Top70', 'pred_RF_XGB_XGB_Top10', 'pred_RF_XGB_Top72', 'pred_RFE_RF_RF_Top70', 'pred_RF_RF_Top103', 'pred_RFE_RF_XGB_Top10', 'pred_RFE_RF_RF_Top74', 'pred_RF_XGB_Top70', 'pred_RF_RF_Top70']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,RandomForest,RF,3,0.8242372047428419,6249.679903948591,62.62149972698801,"['pred_XGB_XGB_Top49', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,XGBoost,RF,14,0.8241878347405915,6251.435376205791,63.4986307076328,"['pred_XGB_XGB_Top49', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_RF_Top10', 'pred_RF_XGB_RF_Top111', 'pred_RF_XGB_Top10', 'pred_XGB_RF_Top70', 'pred_XGB_RF_Top185', 'pred_XGB_RF_Top130', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_RF_Top70', 'pred_RF_XGB_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,LinearRegression,RFE_RF,21,0.8559293442591918,5122.787678784116,55.97240183677357,"['pred_RFE_RF_RF_Top74', 'pred_XGB_RF_Top185', 'pred_XGB_RF_Top70', 'pred_RFE_RF_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top111', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top10', 'pred_RF_RF_Top70', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top10', 'pred_RF_XGB_Top70', 'pred_RFE_RF_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,RandomForest,RFE_RF,17,0.8185457647948564,6452.053095700651,66.98315308928404,"['pred_RFE_RF_RF_Top74', 'pred_XGB_RF_Top185', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top111', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top10', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,XGBoost,RFE_RF,16,0.8296241551530279,6058.133589082298,64.07188304179297,"['pred_XGB_RF_Top185', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top103', 'pred_XGB_RF_Top130', 'pred_RF_XGB_RF_Top111', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_RF_Top10', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top10', 'pred_RF_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_XGB_Top20', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_RF_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,LinearRegression,XGB,21,0.8544959708022151,5173.754809090696,56.54215373001428,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_RF_Top70', 'pred_XGB_XGB_Top49', 'pred_RF_RF_Top103', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_RF_Top111', 'pred_XGB_RF_Top130', 'pred_RF_XGB_XGB_Top20', 'pred_XGB_XGB_Top10', 'pred_RFE_RF_RF_Top74', 'pred_RFE_RF_XGB_Top10', 'pred_RF_XGB_Top70', 'pred_XGB_RF_Top185', 'pred_RF_XGB_Top10', 'pred_RF_XGB_Top72', 'pred_RF_RF_Top70', 'pred_RF_XGB_XGB_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,RandomForest,XGB,20,0.8132553593342369,6640.166516647326,67.82366755705206,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_RF_Top70', 'pred_XGB_XGB_Top49', 'pred_RF_RF_Top103', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_RF_Top111', 'pred_XGB_RF_Top130', 'pred_RF_XGB_XGB_Top20', 'pred_XGB_XGB_Top10', 'pred_RFE_RF_RF_Top74', 'pred_RFE_RF_XGB_Top10', 'pred_RF_XGB_Top70', 'pred_XGB_RF_Top185', 'pred_RF_XGB_Top10', 'pred_RF_XGB_Top72', 'pred_RF_RF_Top70']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,XGBoost,XGB,20,0.8324246745157952,5958.55421247704,64.36889688153322,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_RF_Top70', 'pred_XGB_XGB_Top49', 'pred_RF_RF_Top103', 'pred_RFE_RF_RF_Top10', 'pred_RF_XGB_RF_Top111', 'pred_XGB_RF_Top130', 'pred_RF_XGB_XGB_Top20', 'pred_XGB_XGB_Top10', 'pred_RFE_RF_RF_Top74', 'pred_RFE_RF_XGB_Top10', 'pred_RF_XGB_Top70', 'pred_XGB_RF_Top185', 'pred_RF_XGB_Top10', 'pred_RF_XGB_Top72', 'pred_RF_RF_Top70']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,LinearRegression,RF_XGB,3,0.8542566932703116,5182.26291218735,60.37342098889359,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,RandomForest,RF_XGB,18,0.8143957730885596,6599.616291486481,66.02686135698005,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_XGB_Top20', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_RF_Top111', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top130', 'pred_RF_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_XGB_RF_Top185', 'pred_RF_RF_Top103', 'pred_RFE_RF_XGB_Top10', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_RFE_RF_RF_Top74']"
tvol_lidarLiveQMinMax,FS_MetaModel,22,XGBoost,RF_XGB,20,0.8364219734892837,5816.420383596278,62.812442927406266,"['pred_RF_XGB_RF_Top10', 'pred_XGB_RF_Top70', 'pred_RF_RF_Top10', 'pred_XGB_RF_Top10', 'pred_XGB_XGB_Top49', 'pred_RF_XGB_XGB_Top20', 'pred_RFE_RF_XGB_Top42', 'pred_RF_XGB_RF_Top111', 'pred_RF_XGB_RF_Top70', 'pred_XGB_RF_Top130', 'pred_RF_XGB_Top10', 'pred_XGB_XGB_Top10', 'pred_XGB_RF_Top185', 'pred_RF_RF_Top103', 'pred_RFE_RF_XGB_Top10', 'pred_RF_XGB_Top72', 'pred_RF_XGB_XGB_Top10', 'pred_RFE_RF_RF_Top74', 'pred_RFE_RF_RF_Top70', 'pred_RFE_RF_RF_Top10']"
