Method,Top_K,Meta_Model,FS_Method,Best_n,Fold,R2,MSE,MAE
FS_MetaModel,45,LinearRegression,XGB,2,7,0.5705198267375697,5923.677197758719,55.96282652057682
FS_MetaModel,45,LinearRegression,XGB,2,8,0.5091378468409511,6275.4773423440665,58.583600306672196
FS_MetaModel,45,LinearRegression,XGB,2,9,0.8806466452759688,5105.09192454509,54.697704664153186
FS_MetaModel,45,LinearRegression,XGB,2,10,0.8296966969907639,4799.73599480739,48.86724030969226
FS_MetaModel,45,LinearRegression,RF_XGB,2,1,0.5784296905665296,6686.342645234257,55.89192454365696
FS_MetaModel,45,LinearRegression,RF_XGB,2,2,0.3496814155662179,15243.311873565866,90.35963768549765
FS_MetaModel,45,LinearRegression,RF_XGB,2,3,0.8352418683482987,8022.640874428921,62.48929660664517
FS_MetaModel,45,LinearRegression,RF_XGB,2,4,0.5339741866213094,8746.33587600597,69.86735165937091
FS_MetaModel,45,LinearRegression,RF_XGB,2,5,0.8380756982751489,4919.778651646211,57.19531304352729
FS_MetaModel,45,LinearRegression,RF_XGB,2,6,0.8177436459470652,8648.396687615179,67.09027121728955
FS_MetaModel,45,LinearRegression,RF_XGB,2,7,0.5905321314900842,5647.654133791499,55.669917214850244
FS_MetaModel,45,LinearRegression,RF_XGB,2,8,0.5091378468409511,6275.4773423440665,58.583600306672196
FS_MetaModel,45,LinearRegression,RF_XGB,2,9,0.8806466452759688,5105.09192454509,54.697704664153186
FS_MetaModel,45,LinearRegression,RF_XGB,2,10,0.8296966969907639,4799.73599480739,48.86724030969226
